좋아요	8
싫어요	8
사랑해요	8
감사해요	8
기쁘다	8
슬프다	8
아파요	8
괜찮아요	8
배고파요	8
더워요	8
추워요	8
도와주세요	9
기다려주세요	9
밥	6
화장실	7
물	6
약	6
있어요	7
없어요	7
몰라요	7
